5000006,Gundappa,M,65,Y,VERY HIGH,2021-01-02 00:00:00.0,URE~IN~396433984167081006,URE,,,,,2021-01-04 00:00:00.0,2021,1,4
5000007,Nirmala Seeta,F,20,,UNRATED,2021-01-04 00:00:00.0,URE~IN~396433984167081007,URE,,,,,2021-01-04 00:00:00.0,2021,1,4
5000001,Subramanya,M,18,N,HIGH,2021-01-08 00:00:00.0,URE~IN~596433984167081001,URE,HIGH,2021-01-02 00:00:00.0,URE~IN~496433984167081001,URE,2021-01-08 00:00:00.0,2021,1,8
5000002,Ganesh,M,16,Y,MEDIUM,2021-01-08 00:00:00.0,URE~IN~596433984167081002,URE,MEDIUM,2021-01-04 00:00:00.0,URE~IN~496433984167081002,URE,2021-01-08 00:00:00.0,2021,1,8
5000003,Divya,F,20,Y,VERY HIGH,2021-01-08 00:00:00.0,URE~IN~596433984167081003,URE,VERY HIGH,2021-01-04 00:00:00.0,URE~IN~496433984167081003,URE,2021-01-08 00:00:00.0,2021,1,8
5000004,Vidya,F,50,N,HIGH,2021-01-08 00:00:00.0,URE~IN~496433984167081004,URE,HIGH,2021-01-01 00:00:00.0,URE~IN~396433984167081004,URE,2021-01-08 00:00:00.0,2021,1,8
5000005,Darshan,M,45,N,LOW,2021-01-08 00:00:00.0,URE~IN~496433984167081005,URE,LOW,2021-01-01 00:00:00.0,URE~IN~396433984167081005,URE,2021-01-08 00:00:00.0,2021,1,8
5000006,Gundappa,M,65,Y,LOW,2021-01-08 00:00:00.0,URE~IN~496433984167081006,URE,VERY HIGH,2021-01-02 00:00:00.0,URE~IN~396433984167081006,URE,2021-01-08 00:00:00.0,2021,1,8
5000007,Nirmala Seeta,F,20,N,LOW,2021-01-08 00:00:00.0,URE~IN~496433984167081007,URE,,,,,2021-01-08 00:00:00.0,2021,1,8
5000008,Pankaj,M,22,N,LOW,2021-01-08 00:00:00.1,URE~IN~396433984167081008,URE,,,,,2021-01-08 00:00:00.0,2021,1,8
5000009,Pavan,M,46,N,MEDIUM,2021-01-08 00:00:00.1,URE~IN~396433984167081009,URE,,,,,2021-01-08 00:00:00.0,2021,1,8
5000010,Adithya,M,19,N,HIGH,2021-01-08 00:00:00.1,URE~IN~396433984167081010,URE,,,,,2021-01-08 00:00:00.0,2021,1,8
